"nama_usaha","alamat","lama usaha","tahun","kemitraan","aset (jutaan)","omzet (ribuan) perbulan","jml_naker","surat Izin"
"USAHA BATIK TULIS -SUTIMAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","24","1999","8","115000000","42600000","1","SIUP"
"USAHA BATIK TULIS -SUMIYATI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","20","2003","8","115000000","46800000","1","SIUP"
"USAHA BATIK TULIS -SEINIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","116000000","38600000","1","SIUP"
"USAHA BATIK TULIS -SUTIMAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","21","2002","8","116000000","48900000","1","SIUP"
"USAHA BATIK TULIS -SUMINI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","120000000","32350000","1","SIUP"
"USAHA BATIK TULIS -SURIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","120000000","34900000","1","SIUP"
"USAHA BATIK TULIS -HJ.SUDAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","15","2008","8","120000000","34920000","1","SIUP"
"USAHA BATIK TULIS -HOSIK AH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","27","1996","8","120000000","36900000","1","SIUP"
"USAHA BATIK TULIS -HJ.SUSILAWATI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","15","2008","8","120000000","46090000","1","SIUP"
"USAHA BATIK TULIS/ KOYIMAH","DSN MONGGUH (KECAMATAN BLEGA)","21","2002","8","120000000","48750000","1","SIUP"
"USAHA BATIK TULIS - MAIMUNA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","28","1995","8","120000000","11250000","1","tidak memiliki"
"USAHA BATIK TULIS-SUYATI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","122000000","25200000","1","tidak memiliki"
"USAHA BATIK TULIS-NURSI AH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","122000000","64600000","1","tidak memiliki"
"USAHA BATIK TULIS -HAMIMAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","124000000","32280000","1","tidak memiliki"
"USAHA BATIK TULIS -HJ.NIWARE","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","124000000","42250000","1","tidak memiliki"
"USAHA BATIK TULIS -NURUL","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","15","2008","8","126000000","21400000","1","tidak memiliki"
"USAHA BATIK TULIS - SIDEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","14","2009","8","126000000","46260000","1","tidak memiliki"
"USAHA BATIK TULIS-RUMPANI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","13","2010","8","128000000","15120000","1","tidak memiliki"
"USAHA BATIK TULIS -SURAK NI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","128000000","36850000","1","tidak memiliki"
"USAHA BATIK TULIS -MUSEYINAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","15","2008","8","132000000","36780000","1","tidak memiliki"
"USAHA BATIK TULIS -PATMA","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","13","2010","8","132000000","46940000","1","tidak memiliki"
"USAHA BATIK TULIS-SUMIATI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","134000000","19600000","1","tidak memiliki"
"USAHA BATIK TULIS -SULIDA","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","135000000","32500000","1","tidak memiliki"
"USAHA BATIK TULIS -RAMBIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","135000000","39950000","1","tidak memiliki"
"USAHA BATIK TULIS -HOLIPAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","27","1996","8","135000000","46750000","1","tidak memiliki"
"USAHA BATIK TULIS -MISTIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","30","1993","8","135000000","54400000","1","tidak memiliki"
"USAHA BATIK TULIS -MURNIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","19","2004","8","136000000","47250000","1","tidak memiliki"
"USAHA BATIK TULIS-ASAROH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","14","2009","8","140000000","24600000","1","tidak memiliki"
"USAHA BATIK TULIS -HJ.SANAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","140000000","45180000","1","tidak memiliki"
"USAHA BATIK TULIS -SAFARI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","142000000","36000000","1","tidak memiliki"
"USAHA BATIK TULIS - HJ RASMAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","18","2005","8","143000000","34450000","1","tidak memiliki"
"USAHA BATIK TULIS -MATNIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","27","1996","8","145000000","34800000","1","SIUP"
"USAHA BATIK TULIS-HATIBE","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","30","1993","8","146000000","26800000","1","tidak memiliki"
"USAHA BATIK TULIS -ARYANI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","27","1996","8","146000000","54720000","1","tidak memiliki"
"USAHA BATIK TULIS -RUMNA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","148000000","41000000","1","tidak memiliki"
"USAHA BATIK TULIS -MATRANI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","32","1991","8","150000000","39900000","1","tidak memiliki"
"USAHA BATIK TULIS -MANIDEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","21","2002","8","156000000","39630000","1","tidak memiliki"
"USAHA BATIK TULIS/ HJ. RUS","DSN MONGGUH (KECAMATAN BLEGA)","14","2009","8","160000000","33500000","1","tidak memiliki"
"USAHA BATIK TULIS -HOSNIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","24","1999","8","160000000","42200000","1","SIUP"
"USAHA BATIK TULIS -HJ.MARIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","15","2008","8","160000000","45920000","1","tidak memiliki"
"USAHA BATIK TULIS -HJ.MISTIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","160000000","64800000","1","tidak memiliki"
"USAHA BATIK TULIS - SULAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","162000000","62190000","1","tidak memiliki"
"USAHA BATIK TULIS -HJ.HANISEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","165000000","36180000","1","tidak memiliki"
"USAHA BATIK TULIS -SAROH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","165000000","42250000","1","tidak memiliki"
"USAHA BATIK TULIS - MISNA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","165000000","76640000","1","tidak memiliki"
"USAHA BATIK TULIS -MUNARAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","165000000","89760000","1","tidak memiliki"
"USAHA BATIK TULIS -SLATE","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","166000000","22800000","1","tidak memiliki"
"USAHA BATIK TULIS-WEHIDEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","13","2010","8","166000000","45260000","1","tidak memiliki"
"USAHA BATIK TULIS - BUSIRAH HJ","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","20","2003","8","166000000","46720000","1","tidak memiliki"
"USAHA BATIK TULIS -MARYAM","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","172000000","36500000","1","tidak memiliki"
"USAHA BATIK TULIS-HASIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","202000000","66240000","1","tidak memiliki"
"USAHA BATIK TULIS -SUPATMI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","20","2003","8","210000000","39800000","1","SIUP"
"USAHA BATIK TULIS -HOLIPAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","15","2008","8","230000000","35850000","1","tidak memiliki"
"USAHA BATIK TULIS -SUNAR","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","245000000","48900000","1","tidak memiliki"
"USAHA BATIK TULIS -SORATE","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","251000000","42260000","1","tidak memiliki"
"USAHA BATIK TULIS -JAHRATUN","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","268000000","56800000","1","tidak memiliki"
"USAHA BATIK TULIS -PITRIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","296000000","42500000","1","tidak memiliki"
"USAHA BATIK TULIS HATIPAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","25","1998","8","405000000","21600000","1","tidak memiliki"
"USAHA BATIK TULIS-MISTERAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","420000000","8650000","1","SIUP"
"USAHA BATIK TULIS-MISJANI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","816000000","47520000","1","proses pengurusan"
"USAHA BATIK TULIS - RIYANI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","100000000","31500000","1","tidak memiliki"
"USAHA BATIK TULIS-MITO","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","21","2002","8","135600000","33600000","1","tidak memiliki"
"USAHA BATIK TULIS-SUMMAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","183000000","21500000","1","tidak memiliki"
"USAHA BATIK TULIS - MISTIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","30","1993","8","210600000","39500000","1","tidak memiliki"
"USAHA BATIK TULIS-HAWAIDAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","231600000","43200000","1","tidak memiliki"
"BATIK TULIS - SAODEH","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","250000000","48000000","1","tidak memiliki"
"BATIK TULIS - MISRIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","17","2006","8","250000000","66000000","1","SIUP"
"BATIK TULIS - HAMLIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","25","1998","8","300000000","58000000","1","tidak memiliki"
"BATIK TULIS - NUR JENNAH","DSN LARANGAN (KECAMATAN KLAMPIS)","21","2002","8","300000000","58000000","1","tidak memiliki"
"BATIK TULIS - ROBIK AH","DSN LARANGAN (KECAMATAN KLAMPIS)","21","2002","8","350000000","72000000","1","tidak memiliki"
"USAHA BATIK TULIS-MUDEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","20","2003","8","410400000","25920000","1","tidak memiliki"
"BATIK TULIS/ SRI HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","19","2004","4","37000000","17800000","1","tidak memiliki"
"BATIK TULI/ SULASTRI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","20","2003","4","38000000","21750000","1","tidak memiliki"
"BATIK TULIS/ PARMAN B","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","38000000","23400000","1","SIUP"
"BATIK TULIS/ SULAIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","40000000","18500000","1","tidak memiliki"
"BATIK TULIS/ MASKIDAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","40000000","19500000","1","tidak memiliki"
"BATIK TULIS/ SAISI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","43","1980","4","40000000","19700000","1","tidak memiliki"
"BATIK TULIS/ HATIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","42000000","19500000","1","tidak memiliki"
"BATIK TULIS/ ROFIKOH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","42000000","21250000","1","tidak memiliki"
"BATIK TULIS/ YAKIN","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","42000000","21500000","1","tidak memiliki"
"BATIK TULIS/ MAISAROH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","43000000","23600000","1","SIUP"
"BATIK TULIS/ MUSI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","18","2005","4","45000000","23800000","1","tidak memiliki"
"BATIK TULIS/ IIN","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","47000000","23500000","1","tidak memiliki"
"BATIK TULIS/ RUS HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","47000000","26500000","1","tidak memiliki"
"BATIK TULIS/ PATEMMA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","20","2003","4","48000000","18700000","1","tidak memiliki"
"USAHA BATIK TULIS/ MISNA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","48000000","23400000","1","tidak memiliki"
"BATIK TULIS/ SAWIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","39","1984","4","48000000","28700000","1","tidak memiliki"
"BATIK TULIS/ RUDAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","35","1988","4","49000000","22500000","1","tidak memiliki"
"BATIK TULIS/ HASANAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","50000000","25000000","1","tidak memiliki"
"BATIK TULIS/ SARNATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","50000000","29800000","1","tidak memiliki"
"BATIK TULIS/ BUNATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","50000000","31500000","1","tidak memiliki"
"BATIK TULIS/ RUSMINAWATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","52000000","29500000","1","tidak memiliki"
"BATIK TULIS/ SLATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","52000000","29600000","1","tidak memiliki"
"BATIK TULIS/ MISARI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","52000000","33750000","1","tidak memiliki"
"BATIK TULIS/ SALMA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","55000000","30500000","1","tidak memiliki"
"BATIK TULIS/ HALIMA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","34","1989","4","56000000","33700000","1","tidak memiliki"
"BATIK TULIS/ SANIMA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","56000000","34600000","1","tidak memiliki"
"BATIK TULIS/ TRI WIDARTI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","57000000","34850000","1","tidak memiliki"
"BATIK TULIS/ ROIDAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","60000000","33400000","1","tidak memiliki"
"BATIK TULIS/ JUMAATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","63000000","29700000","1","SIUP"
"BATIK TULIS/ MUISEH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","65000000","38500000","1","SIUP"
"BATIK TULIS - MUSFIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","24","1999","8","400000000","87000000","1","tidak memiliki"
"BATIK TULIS - HANIPAH","DSN LARANGAN (KECAMATAN KLAMPIS)","27","1996","8","800000000","100000000","1","tidak memiliki"
"USAHA BATIK TULIS -SRI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","20","2003","8","194000000","49800000","1","tidak memiliki"
"USAHA BATIK TULIS -ASMUNI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","245000000","51600000","1","tidak memiliki"
"BATIK TULIS SARIPAH","DSN LARANGAN (KECAMATAN KLAMPIS)","25","1998","8","216000000","75600000","1","tidak memiliki"
"BATIK TULIS - SUTIMAH","DSN LARANGAN (KECAMATAN KLAMPIS)","22","2001","8","250000000","60000000","1","SIUP"
"BATIK TULIS - SAHRIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","22","2001","8","250000000","71000000","1","tidak memiliki"
"BATIK TULIS - MUNAWEROH","DSN LARANGAN (KECAMATAN KLAMPIS)","24","1999","8","300000000","72000000","1","tidak memiliki"
"BATIK TULIS - LATIPAH","DSN LARANGAN (KECAMATAN KLAMPIS)","22","2001","8","300000000","72000000","1","tidak memiliki"
"BATIK TULIS - MUYES","DSN LARANGAN (KECAMATAN KLAMPIS)","22","2001","8","300000000","75000000","1","tidak memiliki"
"BATIK TULIS - JUMAK AH","DSN LARANGAN (KECAMATAN KLAMPIS)","20","2003","8","350000000","76000000","1","tidak memiliki"
"BATIK TULIS - HJ. SAKDIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","29","1994","1","200000000","16750000","1","tidak memiliki"
"BATIK TULIS/ TIPAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","30000000","21000000","1","tidak memiliki"
"BATIK TULIS/ SIZEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","37000000","28700000","1","tidak memiliki"
"BATIK TULIS/ SATUN","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","42000000","14250000","1","tidak memiliki"
"BATIK TULIS/ JUHAIRIYEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","35000000","26500000","1","tidak memiliki"
"BATIK TULIS - NAWEWA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","27","1996","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS KEISA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","320000000","36000000","1","tidak memiliki"
"BATIK TULIS - JUMATI","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","320000000","36000000","1","tidak memiliki"
"BATIK TULIS - MUS","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","350000000","34000000","1","tidak memiliki"
"BATIK TULIS - SANIAH","DSN TENGGINAH (KECAMATAN MODUNG)","17","2006","8","350000000","36000000","1","tidak memiliki"
"BATIK TULIS - SARIYE","DSN PACENAN (KECAMATAN TANJUNG BUMI)","23","2000","8","370000000","36000000","1","SIUP"
"BATIK TULIS - MARIYEH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","23","2000","8","400000000","32000000","1","tidak memiliki"
"BATIK TULIS - ASRI","DSN PACENAN (KECAMATAN TANJUNG BUMI)","24","1999","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - ROMLAH","DSN LARANGAN (KECAMATAN KLAMPIS)","34","1989","8","250000000","67000000","1","tidak memiliki"
"BATIK TULIS - HJ.LATIFAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","37","1986","8","200000000","10000000","1","SIUP"
"BATIK TULIS - SAMSIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","1","17500000","22000000","1","SIUP"
"BATIK TULIS-NUR HANI","DSN DENGKAH (KECAMATAN TANAH MERAH)","28","1995","8","580000000","143500000","1","SIUP"
"BATIK TULIS - MARYANI","DSN DENGKAH (KECAMATAN TANAH MERAH)","25","1998","8","64000000","17250000","1","SIUP"
"USAHA TEKSTIL - KHOIRIYAH","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","16","2007","8","56000000","10000000","1","SIUP"
"USAHA TEKSTIL - RUSTINA","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","19","2004","8","59000000","29600000","1","SIUP"
"USAHA TEKSTIL - SITI KULSUM","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","19","2004","8","30000000","10800000","1","SIUP"
"USAHA TEKSTIL - FAHRI","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","16","2007","8","72000000","28800000","1","SIUP"
"USAHA TEKSTIL - M ZAINI","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","17","2006","8","150000000","32400000","1","SIUP"
"USAHA TEKSTIL-M SYAFII","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","13","2010","8","600000000","41800000","1","SIUP"
"USAHA TEKSTIL-SAMHAJI","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","14","2009","8","200000000","288000000","1","SIUP"
"USAHA TEKSTIL - HJ PAH","PASAR TANJUNG BUMI (KECAMATAN TANJUNG BUMI)","17","2006","8","54300000","30100000","1","SIUP"
"BATIK TULIS - NINGRUM ZAINAB","DSN PADANGDANG (KECAMATAN TRAGAH)","15","2008","4","65000000","4950000","1","SIUP"
"USAHA BATIK - HOTIJAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","24","1999","8","340000000","35000000","1","SIUP"
"BATIK TULIS - JUNAIDAH","DSN PADANGDANG (KECAMATAN TRAGAH)","22","2001","4","50000000","19200000","1","SIUP"
"BATIK TULIS - SUTIYA","DSN PADANGDANG (KECAMATAN TRAGAH)","16","2007","4","35000000","3500000","1","SIUP"
"BATIK TULIS - DEHLIMAH","DSN PADANGDANG (KECAMATAN TRAGAH)","22","2001","4","50000000","3000000","1","SIUP"
"BATIK TULIS - KIYEMA","DSN PADANGDANG (KECAMATAN TRAGAH)","38","1985","4","50000000","10500000","1","SIUP"
"BATIK TULIS - HALIYAH BN SALEH","DSN PADANGDANG (KECAMATAN TRAGAH)","27","1996","4","52000000","45000000","1","SIUP"
"BATIK TULIS - SIPATUN","DSN PADANGDANG (KECAMATAN TRAGAH)","15","2008","4","62000000","6600000","1","SIUP"
"BATIK TULIS - WIT","DSN PADANGDANG (KECAMATAN TRAGAH)","17","2006","4","65000000","1400000","1","SIUP"
"BATIK TULIS - MASNIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","37","1986","4","65000000","10200000","1","SIUP"
"BATIK TULIS - SU","DSN PADANGDANG (KECAMATAN TRAGAH)","17","2006","4","70000000","7200000","1","SIUP"
"BATIK TULIS - SUTAMI","DSN PADANGDANG (KECAMATAN TRAGAH)","26","1997","4","50000000","7800000","1","SIUP"
"BATIK TULIS - NIA","DSN PADANGDANG (KECAMATAN TRAGAH)","13","2010","4","50000000","10200000","1","proses pengurusan"
"BATIK TULIS - ROHEMAH","DSN PADANGDANG (KECAMATAN TRAGAH)","28","1995","4","55000000","9000000","1","SIUP"
"BATIK TULIS - SULAIMAH","DSN PADANGDANG (KECAMATAN TRAGAH)","23","2000","4","55000000","11400000","1","SIUP"
"BATIK TULIS - WAILIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","16","2007","4","675000000","83500000","1","SIUP"
"BATIK TULIS - NURHASANAH","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","8","50000000","2400000","1","SIUP"
"USAHA BATIK - JUHAIRIYAH","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","23","2000","3","240000000","30000000","1","tidak memiliki"
"BATIK TULIS - SISAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","30000000","50000000","1","tidak memiliki"
"BATIK TULIS/HOLIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","28","1995","4","35000000","33000000","1","tidak memiliki"
"BATIK TULIS/SAMIAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","32","1991","4","35000000","40000000","1","tidak memiliki"
"BATIK TULIS/MINA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","33","1990","4","37000000","45000000","1","tidak memiliki"
"BATIK TULIS - SAKDIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","37000000","46000000","1","tidak memiliki"
"BATIK TULIS - HALIMA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","37000000","46000000","1","tidak memiliki"
"BATIK TULIS - B.HO","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","38000000","50000000","1","tidak memiliki"
"BATIK TULIS/MISNAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","39000000","30000000","1","tidak memiliki"
"BATIK TULIS/ BUNNIL","DSN BAJIK (KECAMATAN TANJUNG BUMI)","26","1997","4","39000000","35000000","1","tidak memiliki"
"BATIK TULIS - SARI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","34","1989","4","39000000","40000000","1","tidak memiliki"
"BATIK TULIS/ SUY","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","39000000","42000000","1","SIUP"
"BATIK TULIS - JUMAIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","39000000","45000000","1","tidak memiliki"
"BATIK TULIS / SATUMA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","39000000","50000000","1","tidak memiliki"
"BATIK TULIS - NORYAM","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","40000000","36000000","1","tidak memiliki"
"BATIK TULIS -SUHRIYAH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","40000000","40000000","1","tidak memiliki"
"BATIK TULIS/ MOR","DSN BAJIK (KECAMATAN TANJUNG BUMI)","29","1994","4","40000000","42000000","1","tidak memiliki"
"BATIK TULIS - MANI","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","40000000","43000000","1","tidak memiliki"
"BATIK TULIS -MOIRAN","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","40000000","50000000","1","SIUP"
"BATIK TULIS/IDAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","40000000","60000000","1","tidak memiliki"
"BATIK TULIS - NURUL","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","40000000","62400000","1","tidak memiliki"
"BATIK TULIS/ H. ROH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","32","1991","4","41000000","32500000","1","tidak memiliki"
"BATIK TULIS/SAMINA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","41000000","37000000","1","tidak memiliki"
"BATIK TULIS/RUMPANI","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","41000000","38000000","1","tidak memiliki"
"BATIJK TULIS / NUR","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","41000000","43000000","1","tidak memiliki"
"BATIK TULIS - ISA","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","42000000","30000000","1","tidak memiliki"
"BATIK TULIS/ EVA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","33","1990","4","42000000","38000000","1","tidak memiliki"
"BATIK TULIS/ MAI","DSN BAJIK (KECAMATAN TANJUNG BUMI)","30","1993","4","42000000","47040000","1","tidak memiliki"
"BATIK TULIS/ROS","DSN BAJIK (KECAMATAN TANJUNG BUMI)","29","1994","4","42000000","48000000","1","tidak memiliki"
"BATIK TULIS/ SIMA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","43000000","32000000","1","tidak memiliki"
"BATIK TULIS/ MUIS","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","43000000","35000000","1","tidak memiliki"
"BATIK TULIS/TIMAH","DSN BAJIK (KECAMATAN TANJUNG BUMI)","31","1992","4","44000000","37000000","1","SIUP"
"BATIK TULIS/SALMA","DSN BAJIK (KECAMATAN TANJUNG BUMI)","28","1995","4","45000000","15000000","1","tidak memiliki"
